,Unnamed: 0,class,address
13380,12209,5.113,/home/sanchit/Desktop/app/Selfie-dataset/images/10175407_655662111137764_586955897_a.jpg
12057,317,4.645,/home/sanchit/Desktop/app/Selfie-dataset/images/10004298_238877312903337_447113908_a.jpg
12440,28708,4.082,/home/sanchit/Desktop/app/Selfie-dataset/images/1209596_227204437478806_418027760_a.jpg
10186,33185,5.218999999999999,/home/sanchit/Desktop/app/Selfie-dataset/images/1516818_303710163111345_1386727461_a.jpg
16023,1023,7.0,/home/sanchit/Desktop/app/img/img_00004746.jpg
12963,44098,5.403,/home/sanchit/Desktop/app/Selfie-dataset/images/927621_1424506157798737_355180645_a.jpg
10746,2551,4.863,/home/sanchit/Desktop/app/Selfie-dataset/images/10009745_686569181389860_2045345027_a.jpg
11598,19523,4.662,/home/sanchit/Desktop/app/Selfie-dataset/images/10251534_1428349287413397_72443604_a.jpg
6764,4697,5.001,/home/sanchit/Desktop/app/Selfie-dataset/images/10011453_610544532348682_308312094_a.jpg
10795,8443,4.301,/home/sanchit/Desktop/app/Selfie-dataset/images/10175097_271836066326148_698151046_a.jpg
10568,30342,4.229,/home/sanchit/Desktop/app/Selfie-dataset/images/1515227_486116468154876_1924875236_a.jpg
12743,14002,4.962,/home/sanchit/Desktop/app/Selfie-dataset/images/10246034_616213468473525_828756903_a.jpg
8788,7077,4.559,/home/sanchit/Desktop/app/Selfie-dataset/images/10013159_621903804561605_460048053_a.jpg
10813,9418,3.9730000000000003,/home/sanchit/Desktop/app/Selfie-dataset/images/10175182_590364787721872_1206102905_a.jpg
16487,1487,7.0,/home/sanchit/Desktop/app/img/img_00004404.jpg
13668,42859,4.542,/home/sanchit/Desktop/app/Selfie-dataset/images/926731_1483540848541144_1782706983_a.jpg
15509,509,7.0,/home/sanchit/Desktop/app/img/img_00004596.jpg
16945,1945,7.0,/home/sanchit/Desktop/app/img/img_00109883.jpg
1762,32215,4.796,/home/sanchit/Desktop/app/Selfie-dataset/images/1516260_274632409369934_380221873_a.jpg
7673,16335,4.537,/home/sanchit/Desktop/app/Selfie-dataset/images/10246219_457551267712069_1985338935_a.jpg
6257,24875,3.557,/home/sanchit/Desktop/app/Selfie-dataset/images/1168815_1479568495590633_1031148405_a.jpg
13182,16203,4.7139999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10246210_279481258883843_311264122_a.jpg
12380,26176,4.9910000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/1171053_480339462094388_1462415770_a.jpg
13811,25835,3.9219999999999997,/home/sanchit/Desktop/app/Selfie-dataset/images/1170462_280684422107631_406777838_a.jpg
11329,37438,4.351,/home/sanchit/Desktop/app/Selfie-dataset/images/1742409_865504260141623_1122277494_a.jpg
14415,23736,4.7989999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10261169_655188067869209_538465912_a.jpg
6061,4535,4.727,/home/sanchit/Desktop/app/Selfie-dataset/images/10011419_259156250924180_1516494213_a.jpg
8665,17853,4.916,/home/sanchit/Desktop/app/Selfie-dataset/images/10249190_1419728074952856_1268707576_a.jpg
7467,39502,4.2330000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/924320_655481717834514_1507940372_a.jpg
3823,37777,5.252000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/1799774_1451973038373473_1480300140_a.jpg
7674,25678,4.081,/home/sanchit/Desktop/app/Selfie-dataset/images/1170398_500548056711440_422015940_a.jpg
7805,31083,4.474,/home/sanchit/Desktop/app/Selfie-dataset/images/1515809_283448135154769_1102364569_a.jpg
9636,35643,4.194,/home/sanchit/Desktop/app/Selfie-dataset/images/1530906_1481514188728290_571048740_a.jpg
660,1981,3.965,/home/sanchit/Desktop/app/Selfie-dataset/images/10009213_596701537065811_1438018566_a.jpg
8879,7228,4.291,/home/sanchit/Desktop/app/Selfie-dataset/images/10013182_640550156000979_331023197_a.jpg
16405,1405,7.0,/home/sanchit/Desktop/app/img/img_00104198.jpg
508,27816,3.2539999999999996,/home/sanchit/Desktop/app/Selfie-dataset/images/1172117_280248455478044_1755158587_a.jpg
6164,37164,4.277,/home/sanchit/Desktop/app/Selfie-dataset/images/1739549_384175918392170_283100120_a.jpg
5630,16386,4.396,/home/sanchit/Desktop/app/Selfie-dataset/images/10246225_458668927601121_1131790746_a.jpg
16016,1016,7.0,/home/sanchit/Desktop/app/img/img_00096867.jpg
11774,19115,4.727,/home/sanchit/Desktop/app/Selfie-dataset/images/10251505_465839296893046_1370133234_a.jpg
12309,25305,4.359,/home/sanchit/Desktop/app/Selfie-dataset/images/1170086_630396243741220_1327018342_a.jpg
13726,34026,4.316,/home/sanchit/Desktop/app/Selfie-dataset/images/1527609_1411683122430068_1129630448_a.jpg
12654,19206,5.1610000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/10251511_647667381948838_870495074_a.jpg
16465,1465,7.0,/home/sanchit/Desktop/app/img/img_00076429.jpg
7813,5586,4.138,/home/sanchit/Desktop/app/Selfie-dataset/images/10012542_226225060908107_176802198_a.jpg
5404,14428,4.111000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/10246070_424170534394588_2052930905_a.jpg
13233,2866,4.252,/home/sanchit/Desktop/app/Selfie-dataset/images/10009885_1474492419435692_1793960478_a.jpg
649,14515,4.8,/home/sanchit/Desktop/app/Selfie-dataset/images/10246076_1480298735517429_1082943689_a.jpg
1363,42550,4.738,/home/sanchit/Desktop/app/Selfie-dataset/images/926443_630617080340234_44558484_a.jpg
15750,750,7.0,/home/sanchit/Desktop/app/img/img_00052479.jpg
12678,7655,4.5169999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10013254_835580093123904_548359421_a.jpg
5217,45123,4.641,/home/sanchit/Desktop/app/Selfie-dataset/images/928232_761842433839351_2106690164_a.jpg
698,36740,4.26,/home/sanchit/Desktop/app/Selfie-dataset/images/1663070_1412331552364386_2065851257_a.jpg
5701,46668,3.957,/home/sanchit/Desktop/app/Selfie-dataset/images/c6453240bffa11e3af230002c9db03dc_6.jpg
3534,3826,4.646,/home/sanchit/Desktop/app/Selfie-dataset/images/10011293_678901832170199_1788035254_a.jpg
9824,34714,5.358,/home/sanchit/Desktop/app/Selfie-dataset/images/1530623_576850965755094_1230122906_a.jpg
2229,23344,4.75,/home/sanchit/Desktop/app/Selfie-dataset/images/10261092_1456603157910526_684824234_a.jpg
4792,11869,4.234,/home/sanchit/Desktop/app/Selfie-dataset/images/10175381_849786368381660_1730496899_a.jpg
15337,337,7.0,/home/sanchit/Desktop/app/img/img_00026266.jpg
3856,10156,5.235,/home/sanchit/Desktop/app/Selfie-dataset/images/10175245_232618943607650_565033672_a.jpg
4830,644,4.904,/home/sanchit/Desktop/app/Selfie-dataset/images/10005288_306646099487369_1138637209_a.jpg
11167,40510,5.28,/home/sanchit/Desktop/app/Selfie-dataset/images/925227_747209071979266_6754111_a.jpg
12859,35562,5.965,/home/sanchit/Desktop/app/Selfie-dataset/images/1530894_1481278565420386_759087403_a.jpg
9145,20006,4.412,/home/sanchit/Desktop/app/Selfie-dataset/images/10251566_1394480467497755_1074514001_a.jpg
10083,25161,4.463,/home/sanchit/Desktop/app/Selfie-dataset/images/1170018_1478635905682263_2070248312_a.jpg
8596,45222,4.67,/home/sanchit/Desktop/app/Selfie-dataset/images/928245_294892324000713_57468063_a.jpg
2640,32804,4.791,/home/sanchit/Desktop/app/Selfie-dataset/images/1516642_624766077570936_120548653_a.jpg
16424,1424,7.0,/home/sanchit/Desktop/app/img/img_00110836.jpg
5084,8536,4.603,/home/sanchit/Desktop/app/Selfie-dataset/images/10175107_687839937923773_402222231_a.jpg
16606,1606,7.0,/home/sanchit/Desktop/app/img/img_00034205.jpg
9446,28686,5.35,/home/sanchit/Desktop/app/Selfie-dataset/images/1209580_695804570465347_1871928766_a.jpg
9224,16354,4.132,/home/sanchit/Desktop/app/Selfie-dataset/images/10246221_740066782712205_2134045192_a.jpg
8293,13145,5.157,/home/sanchit/Desktop/app/Selfie-dataset/images/10245971_222730324588985_1645483170_a.jpg
2071,7609,3.575,/home/sanchit/Desktop/app/Selfie-dataset/images/10013245_255679521277734_1257140526_a.jpg
10710,15323,4.611000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/10246138_751011254919287_2075039216_a.jpg
10067,119,3.931,/home/sanchit/Desktop/app/Selfie-dataset/images/10004126_658054797594994_1955389043_a.jpg
2813,2611,4.4239999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10009775_611953808898613_1793161463_a.jpg
9344,38679,3.875,/home/sanchit/Desktop/app/Selfie-dataset/images/1941182_613253938755875_220579995_a.jpg
14093,16660,4.708,/home/sanchit/Desktop/app/Selfie-dataset/images/10249099_786566521361753_592887134_a.jpg
8791,22533,5.36,/home/sanchit/Desktop/app/Selfie-dataset/images/10254309_224703851056693_1262535943_a.jpg
8216,28499,3.682,/home/sanchit/Desktop/app/Selfie-dataset/images/1209463_535918019860148_1279585123_a.jpg
450,14769,4.526,/home/sanchit/Desktop/app/Selfie-dataset/images/10246094_745126582187826_1647875741_a.jpg
3608,1859,2.469,/home/sanchit/Desktop/app/Selfie-dataset/images/10009177_1465219190376414_621843489_a.jpg
8615,34990,4.547,/home/sanchit/Desktop/app/Selfie-dataset/images/1530755_1409811212622521_1301957149_a.jpg
3874,8125,4.319,/home/sanchit/Desktop/app/Selfie-dataset/images/10013333_508952152560580_999782041_a.jpg
8556,16167,4.803,/home/sanchit/Desktop/app/Selfie-dataset/images/10246207_536175829836113_1897250407_a.jpg
7441,39311,4.463,/home/sanchit/Desktop/app/Selfie-dataset/images/1963188_504704642988749_835934696_a.jpg
15386,386,7.0,/home/sanchit/Desktop/app/img/img_00088419.jpg
4510,40092,4.283,/home/sanchit/Desktop/app/Selfie-dataset/images/924963_542211469229987_261653100_a.jpg
5337,18093,4.9319999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10251424_1405256106413688_1053222564_a.jpg
2893,23092,2.997,/home/sanchit/Desktop/app/Selfie-dataset/images/10261044_623257827764105_904185823_a.jpg
2010,30434,4.033,/home/sanchit/Desktop/app/Selfie-dataset/images/1515250_280867018742060_297442282_a.jpg
5402,40523,5.404,/home/sanchit/Desktop/app/Selfie-dataset/images/925229_1438400773072866_2058925381_a.jpg
158,44626,4.611000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/927925_645098242228142_1849875050_a.jpg
11252,12635,5.544,/home/sanchit/Desktop/app/Selfie-dataset/images/10245928_672743819454184_1585760146_a.jpg
2117,21177,5.16,/home/sanchit/Desktop/app/Selfie-dataset/images/10254165_1575235849368657_676675091_a.jpg
11856,31093,4.064,/home/sanchit/Desktop/app/Selfie-dataset/images/1515814_1377222792559917_2055755150_a.jpg
1165,1636,4.0169999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/10005720_1411439352457818_929208072_a.jpg
12985,16709,4.758,/home/sanchit/Desktop/app/Selfie-dataset/images/10249104_620197408066166_463804402_a.jpg
13530,44664,4.2589999999999995,/home/sanchit/Desktop/app/Selfie-dataset/images/927928_695190260544558_566057172_a.jpg
9587,1370,4.106,/home/sanchit/Desktop/app/Selfie-dataset/images/10005646_300640700084025_82509002_a.jpg
5685,2077,5.441,/home/sanchit/Desktop/app/Selfie-dataset/images/10009240_541747365942520_1981783753_a.jpg
5181,738,4.132,/home/sanchit/Desktop/app/Selfie-dataset/images/10005438_687772377945972_896636209_a.jpg
16638,1638,7.0,/home/sanchit/Desktop/app/img/img_00063078.jpg
14633,12971,3.887,/home/sanchit/Desktop/app/Selfie-dataset/images/10245956_612243938867109_669343050_a.jpg
3853,612,4.034,/home/sanchit/Desktop/app/Selfie-dataset/images/10005266_285278981638379_719941133_a.jpg
16348,1348,7.0,/home/sanchit/Desktop/app/img/img_00067738.jpg
10288,5954,4.454,/home/sanchit/Desktop/app/Selfie-dataset/images/10012629_634546156618440_595381833_a.jpg
2754,29708,3.3489999999999998,/home/sanchit/Desktop/app/Selfie-dataset/images/1515079_644648155589466_984501442_a.jpg
10511,13882,3.696,/home/sanchit/Desktop/app/Selfie-dataset/images/10246025_1461221440776474_1567582809_a.jpg
16162,1162,7.0,/home/sanchit/Desktop/app/img/img_00055838.jpg
2031,8176,3.929,/home/sanchit/Desktop/app/Selfie-dataset/images/10013341_573504386080152_1779828051_a.jpg
6488,11769,5.246,/home/sanchit/Desktop/app/Selfie-dataset/images/10175374_293201494170914_974780850_a.jpg
11282,45205,3.5069999999999997,/home/sanchit/Desktop/app/Selfie-dataset/images/928243_265683553610807_117976449_a.jpg
16635,1635,7.0,/home/sanchit/Desktop/app/img/img_00012179.jpg
2113,33092,4.422,/home/sanchit/Desktop/app/Selfie-dataset/images/1516783_304089816421169_1742612289_a.jpg
12841,4928,3.7510000000000003,/home/sanchit/Desktop/app/Selfie-dataset/images/10011497_438559996279104_431803979_a.jpg
16765,1765,7.0,/home/sanchit/Desktop/app/img/img_00035288.jpg
7707,27518,5.087,/home/sanchit/Desktop/app/Selfie-dataset/images/1172039_302644576553469_1332339641_a.jpg
9924,39401,5.449,/home/sanchit/Desktop/app/Selfie-dataset/images/1971368_698830906829489_1701930485_a.jpg
1259,40657,4.181,/home/sanchit/Desktop/app/Selfie-dataset/images/925237_664426783618962_1624361364_a.jpg
13205,9725,4.986000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/10175208_1483314015213817_2093377462_a.jpg
16431,1431,7.0,/home/sanchit/Desktop/app/img/img_00038994.jpg
2123,29391,4.2330000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/1389495_489223851200507_689743903_a.jpg
3405,42830,5.077,/home/sanchit/Desktop/app/Selfie-dataset/images/926729_318142555001572_1142071496_a.jpg
14008,24666,5.527,/home/sanchit/Desktop/app/Selfie-dataset/images/1168730_1407746616161772_139124659_a.jpg
16950,1950,7.0,/home/sanchit/Desktop/app/img/img_00114376.jpg
7777,24085,4.6530000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/10261234_272868132881829_1668580775_a.jpg
12141,625,4.566,/home/sanchit/Desktop/app/Selfie-dataset/images/10005277_1424089114511966_350965405_a.jpg
9476,40372,3.377,/home/sanchit/Desktop/app/Selfie-dataset/images/925218_1414870275439750_1178354476_a.jpg
13809,23750,4.831,/home/sanchit/Desktop/app/Selfie-dataset/images/10261172_234058400129446_1019033715_a.jpg
12505,40860,4.708,/home/sanchit/Desktop/app/Selfie-dataset/images/925450_1495075054048909_1478687698_a.jpg
916,45915,5.071000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/929058_231462983728948_1528927169_a.jpg
12549,42019,3.0610000000000004,/home/sanchit/Desktop/app/Selfie-dataset/images/926166_1411682819099798_1228112217_a.jpg
8622,40046,3.6189999999999998,/home/sanchit/Desktop/app/Selfie-dataset/images/924959_716498961725409_85045234_a.jpg
13760,12780,3.552,/home/sanchit/Desktop/app/Selfie-dataset/images/10245941_628775090537366_776303038_a.jpg
14549,36790,3.234,/home/sanchit/Desktop/app/Selfie-dataset/images/1736811_589343307801062_1102629975_a.jpg
6333,5615,6.0520000000000005,/home/sanchit/Desktop/app/Selfie-dataset/images/10012547_554347724664501_1235154654_a.jpg
15705,705,7.0,/home/sanchit/Desktop/app/img/img_00085328.jpg
1009,8577,5.206,/home/sanchit/Desktop/app/Selfie-dataset/images/10175110_872389026120743_1893251078_a.jpg
7947,41278,4.671,/home/sanchit/Desktop/app/Selfie-dataset/images/925819_1409706479294210_1682303176_a.jpg
15963,963,7.0,/home/sanchit/Desktop/app/img/img_00095069.jpg
10558,23310,4.413,/home/sanchit/Desktop/app/Selfie-dataset/images/10261086_377122979096910_298905016_a.jpg
16515,1515,7.0,/home/sanchit/Desktop/app/img/img_00115560.jpg
1800,18525,4.538,/home/sanchit/Desktop/app/Selfie-dataset/images/10251457_274588569376381_819873381_a.jpg
5618,21958,3.5460000000000003,/home/sanchit/Desktop/app/Selfie-dataset/images/10254246_314171638729994_77602044_a.jpg
8390,10235,4.545,/home/sanchit/Desktop/app/Selfie-dataset/images/10175252_386871774784209_1495920657_a.jpg
13355,25036,4.283,/home/sanchit/Desktop/app/Selfie-dataset/images/1168890_427298104081811_1309039046_a.jpg
8197,6405,4.666,/home/sanchit/Desktop/app/Selfie-dataset/images/10013052_658284980873674_1819556522_a.jpg
9876,20056,3.3489999999999998,/home/sanchit/Desktop/app/Selfie-dataset/images/10254050_602517326509888_1646645034_a.jpg
393,25407,4.087,/home/sanchit/Desktop/app/Selfie-dataset/images/1170146_1421716191420430_1997849825_a.jpg
16108,1108,7.0,/home/sanchit/Desktop/app/img/img_00042060.jpg
1581,43604,4.637,/home/sanchit/Desktop/app/Selfie-dataset/images/927248_881738911851679_287626086_a.jpg
2022,26863,4.325,/home/sanchit/Desktop/app/Selfie-dataset/images/1171722_693937877319201_518448551_a.jpg
4433,34476,3.435,/home/sanchit/Desktop/app/Selfie-dataset/images/1527751_1431435327104978_1326022011_a.jpg
3324,33376,3.986,/home/sanchit/Desktop/app/Selfie-dataset/images/1516895_1482236951991317_1199657202_a.jpg
5214,4026,3.513,/home/sanchit/Desktop/app/Selfie-dataset/images/10011325_620429411375202_1235146778_a.jpg
3192,34115,3.155,/home/sanchit/Desktop/app/Selfie-dataset/images/1527645_642552149158368_1206682306_a.jpg
14288,25148,4.203,/home/sanchit/Desktop/app/Selfie-dataset/images/1170010_612395255510730_1984755260_a.jpg
4574,41374,4.652,/home/sanchit/Desktop/app/Selfie-dataset/images/925825_718468981537649_647458093_a.jpg
13625,5645,4.936,/home/sanchit/Desktop/app/Selfie-dataset/images/10012553_601765896575520_1755804787_a.jpg
9351,18677,3.452,/home/sanchit/Desktop/app/Selfie-dataset/images/10251469_365300910275169_143231933_a.jpg
322,8831,4.361000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/10175133_642256565846176_91880841_a.jpg
13334,30126,3.8939999999999997,/home/sanchit/Desktop/app/Selfie-dataset/images/1515184_1492344554320959_1822760835_a.jpg
10090,10949,5.055,/home/sanchit/Desktop/app/Selfie-dataset/images/10175308_1493920420836192_923557544_a.jpg
14736,23075,4.8,/home/sanchit/Desktop/app/Selfie-dataset/images/10261041_442778415857327_597084962_a.jpg
1606,35404,4.487,/home/sanchit/Desktop/app/Selfie-dataset/images/1530870_1408867866049900_399211329_a.jpg
13762,3315,3.948,/home/sanchit/Desktop/app/Selfie-dataset/images/10011201_224136381115194_1835808542_a.jpg
11913,3428,5.088,/home/sanchit/Desktop/app/Selfie-dataset/images/10011222_1513456155548506_1069297718_a.jpg
9068,13675,2.904,/home/sanchit/Desktop/app/Selfie-dataset/images/10246009_474958542606345_1614552675_a.jpg
10718,36196,4.687,/home/sanchit/Desktop/app/Selfie-dataset/images/1538614_661376640578787_1892061417_a.jpg
16035,1035,7.0,/home/sanchit/Desktop/app/img/img_00048745.jpg
13836,36213,3.398,/home/sanchit/Desktop/app/Selfie-dataset/images/1538616_510601435711642_793871087_a.jpg
1144,4072,4.132,/home/sanchit/Desktop/app/Selfie-dataset/images/10011329_769356329743758_824760877_a.jpg
2625,8065,4.126,/home/sanchit/Desktop/app/Selfie-dataset/images/10013325_655438527862348_268334957_a.jpg
12918,8056,4.211,/home/sanchit/Desktop/app/Selfie-dataset/images/10013325_237366966454948_212552207_a.jpg
809,24955,3.997,/home/sanchit/Desktop/app/Selfie-dataset/images/1168854_580496458713962_173174255_a.jpg
14021,24408,4.007,/home/sanchit/Desktop/app/Selfie-dataset/images/10261291_1461923307375554_753201172_a.jpg
11816,13897,4.691,/home/sanchit/Desktop/app/Selfie-dataset/images/10246026_452953818184045_580709413_a.jpg
